#"STOD_WMO"	"TIMI"	"H"	"T"	"D"	"F"	"PS"	"RH"	"RHO"
4018	2010-04-14 23:03:00	4432	-19.55	269	39.7	577.3	67	0.793
4018	2010-04-14 23:03:00	4446	-19.55	269	39.7	576.1	66	0.791
4018	2010-04-14 23:03:00	4459	-19.55	269	39.8	575.2	66	0.79
4018	2010-04-14 23:03:00	4471	-19.55	268	39.8	574.2	66	0.788
4018	2010-04-14 23:03:00	4483	-19.55	268	39.8	573.3	65	0.787
4018	2010-04-14 23:03:00	4495	-19.65	268	39.9	572.4	64	0.786
4018	2010-04-14 23:03:00	4507	-19.65	268	39.9	571.5	64	0.785
4018	2010-04-14 23:03:00	4520	-19.75	268	40	570.4	64	0.784
4018	2010-04-14 23:03:00	4534	-19.85	267	40	569.4	63	0.783
4018	2010-04-14 23:03:00	4548	-19.95	267	40	568.3	63	0.782
4018	2010-04-14 23:03:00	4561	-20.05	267	40	567.3	62	0.781
4018	2010-04-14 23:03:00	4573	-20.15	267	40	566.4	62	0.78
4018	2010-04-14 23:03:00	4585	-20.15	267	40	565.5	61	0.778
4018	2010-04-14 23:03:00	4596	-20.25	266	39.9	564.6	60	0.777
4018	2010-04-14 23:03:00	4609	-20.35	266	39.8	563.7	59	0.777
4018	2010-04-14 23:03:00	4623	-20.45	266	39.7	562.6	57	0.775
4018	2010-04-14 23:03:00	4636	-20.55	266	39.6	561.6	56	0.774
4018	2010-04-14 23:03:00	4650	-20.65	266	39.4	560.6	55	0.773
4018	2010-04-14 23:03:00	4664	-20.75	266	39.2	559.5	54	0.772
4018	2010-04-14 23:03:00	4677	-20.85	266	39	558.5	54	0.771
4018	2010-04-14 23:03:00	4689	-20.95	266	38.8	557.6	53	0.77
4018	2010-04-14 23:03:00	4702	-21.05	266	38.5	556.6	53	0.769
4018	2010-04-14 23:03:00	4716	-21.15	266	38.3	555.6	53	0.768
4018	2010-04-14 23:03:00	4728	-21.25	267	38.1	554.6	53	0.767
4018	2010-04-14 23:03:00	4742	-21.35	267	38	553.6	53	0.766
4018	2010-04-14 23:03:00	4756	-21.45	267	37.8	552.6	53	0.765
4018	2010-04-14 23:03:00	4769	-21.55	267	37.7	551.6	53	0.764
4018	2010-04-14 23:03:00	4782	-21.65	268	37.6	550.6	52	0.763
4018	2010-04-14 23:03:00	4795	-21.65	268	37.6	549.6	51	0.761
4018	2010-04-14 23:03:00	4808	-21.65	268	37.6	548.7	48	0.76
4018	2010-04-14 23:03:00	4820	-21.65	269	37.6	547.8	44	0.759
4018	2010-04-14 23:03:00	4831	-21.75	269	37.6	546.9	43	0.758
4018	2010-04-14 23:03:00	4844	-21.85	269	37.6	546	42	0.757
4018	2010-04-14 23:03:00	4857	-21.95	270	37.7	545	42	0.756
4018	2010-04-14 23:03:00	4869	-22.05	270	37.7	544.1	41	0.755
4018	2010-04-14 23:03:00	4881	-22.15	271	37.8	543.2	40	0.754
4018	2010-04-14 23:03:00	4893	-22.15	271	37.9	542.3	39	0.753
4018	2010-04-14 23:03:00	4905	-22.25	271	37.9	541.5	38	0.752
4018	2010-04-14 23:03:00	4917	-22.35	272	38	540.6	38	0.751
4018	2010-04-14 23:03:00	4929	-22.35	272	38	539.7	37	0.75
4018	2010-04-14 23:03:00	4942	-22.45	273	38.1	538.8	37	0.749
4018	2010-04-14 23:03:00	4953	-22.45	273	38.2	537.9	36	0.747
4018	2010-04-14 23:03:00	4965	-22.55	273	38.2	537.1	36	0.747
4018	2010-04-14 23:03:00	4976	-22.65	274	38.3	536.2	35	0.746
4018	2010-04-14 23:03:00	4989	-22.65	274	38.4	535.3	35	0.744
4018	2010-04-14 23:03:00	5001	-22.75	274	38.6	534.4	35	0.743
4018	2010-04-14 23:03:00	5012	-22.85	274	38.7	533.6	35	0.743
4018	2010-04-14 23:03:00	5023	-22.95	274	38.9	532.8	36	0.742
4018	2010-04-14 23:03:00	5034	-23.05	274	39.1	532	36	0.741
4018	2010-04-14 23:03:00	5045	-23.15	274	39.3	531.2	36	0.74
4018	2010-04-14 23:03:00	5057	-23.25	274	39.5	530.4	37	0.739
4018	2010-04-14 23:03:00	5069	-23.35	274	39.7	529.5	37	0.738
4018	2010-04-14 23:03:00	5081	-23.45	274	40	528.6	38	0.737
4018	2010-04-14 23:03:00	5092	-23.45	274	40.3	527.8	38	0.736
4018	2010-04-14 23:03:00	5105	-23.55	274	40.5	526.9	39	0.735
4018	2010-04-14 23:03:00	5117	-23.65	274	40.8	526.1	39	0.735
4018	2010-04-14 23:03:00	5128	-23.75	274	41.1	525.2	40	0.734
4018	2010-04-14 23:03:00	5141	-23.85	274	41.4	524.3	41	0.733
4018	2010-04-14 23:03:00	5155	-23.95	274	41.6	523.3	41	0.731
4018	2010-04-14 23:03:00	5169	-24.05	273	41.9	522.3	42	0.73
4018	2010-04-14 23:03:00	5182	-24.15	273	42.1	521.3	42	0.729
4018	2010-04-14 23:03:00	5193	-24.25	273	42.4	520.6	43	0.729
4018	2010-04-14 23:03:00	5203	-24.35	274	42.6	519.9	44	0.728
4018	2010-04-14 23:03:00	5215	-24.35	274	42.8	519.1	45	0.727
4018	2010-04-14 23:03:00	5226	-24.45	274	42.9	518.2	46	0.726
4018	2010-04-14 23:03:00	5236	-24.55	274	43	517.5	47	0.725
4018	2010-04-14 23:03:00	5247	-24.65	274	43.2	516.7	48	0.724
4018	2010-04-14 23:03:00	5259	-24.75	274	43.3	515.9	49	0.723
4018	2010-04-14 23:03:00	5270	-24.85	274	43.3	515.1	50	0.723
4018	2010-04-14 23:03:00	5283	-24.95	274	43.4	514.2	51	0.722
4018	2010-04-14 23:03:00	5294	-25.05	274	43.5	513.4	51	0.721
4018	2010-04-14 23:03:00	5305	-25.15	274	43.6	512.6	52	0.72
4018	2010-04-14 23:03:00	5317	-25.25	274	43.6	511.8	53	0.719
4018	2010-04-14 23:03:00	5328	-25.35	274	43.7	511	54	0.718
4018	2010-04-14 23:03:00	5341	-25.45	274	43.9	510.1	55	0.717
4018	2010-04-14 23:03:00	5355	-25.55	274	44	509.1	56	0.716
4018	2010-04-14 23:03:00	5366	-25.55	274	44.1	508.3	57	0.715
4018	2010-04-14 23:03:00	5377	-25.65	274	44.2	507.6	57	0.714
4018	2010-04-14 23:03:00	5389	-25.75	274	44.3	506.7	57	0.713
4018	2010-04-14 23:03:00	5401	-25.75	274	44.3	505.9	57	0.712
4018	2010-04-14 23:03:00	5412	-25.85	274	44.4	505.1	57	0.711
4018	2010-04-14 23:03:00	5423	-25.85	274	44.4	504.3	56	0.71
4018	2010-04-14 23:03:00	5434	-25.95	274	44.4	503.6	56	0.71
4018	2010-04-14 23:03:00	5446	-26.05	274	44.4	502.8	56	0.709
4018	2010-04-14 23:03:00	5459	-26.15	274	44.4	501.9	57	0.708
4018	2010-04-14 23:03:00	5470	-26.25	274	44.4	501.1	58	0.707
4018	2010-04-14 23:03:00	5479	-26.35	274	44.3	500.4	58	0.706
4018	2010-04-14 23:03:00	5490	-26.45	274	44.3	499.7	58	0.706
4018	2010-04-14 23:03:00	5503	-26.55	274	44.2	498.8	59	0.705
4018	2010-04-14 23:03:00	5518	-26.65	274	44.2	497.8	59	0.703
4018	2010-04-14 23:03:00	5535	-26.75	274	44.2	496.6	58	0.702
4018	2010-04-14 23:03:00	5550	-26.85	274	44.2	495.6	57	0.701
4018	2010-04-14 23:03:00	5561	-26.95	274	44.2	494.8	57	0.7
4018	2010-04-14 23:03:00	5572	-27.05	273	44.3	494.1	57	0.699
4018	2010-04-14 23:03:00	5582	-27.15	273	44.4	493.4	58	0.699
4018	2010-04-14 23:03:00	5593	-27.25	273	44.5	492.6	58	0.698
4018	2010-04-14 23:03:00	5606	-27.35	273	44.6	491.7	58	0.697
4018	2010-04-14 23:03:00	5618	-27.45	273	44.7	490.9	57	0.696
4018	2010-04-14 23:03:00	5631	-27.55	273	44.8	490	58	0.695
4018	2010-04-14 23:03:00	5644	-27.65	273	44.9	489.1	58	0.694
4018	2010-04-14 23:03:00	5654	-27.75	273	45.1	488.5	59	0.693
4018	2010-04-14 23:03:00	5665	-27.85	273	45.2	487.7	60	0.693
4018	2010-04-14 23:03:00	5674	-27.95	273	45.3	487.1	60	0.692
4018	2010-04-14 23:03:00	5682	-27.95	273	45.4	486.6	61	0.691
4018	2010-04-14 23:03:00	5691	-28.05	273	45.5	485.9	61	0.691
4018	2010-04-14 23:03:00	5703	-28.15	273	45.6	485.2	60	0.69
4018	2010-04-14 23:03:00	5715	-28.25	273	45.6	484.3	60	0.689
4018	2010-04-14 23:03:00	5726	-28.35	273	45.6	483.6	60	0.688
4018	2010-04-14 23:03:00	5738	-28.45	273	45.5	482.8	60	0.687
4018	2010-04-14 23:03:00	5749	-28.55	273	45.5	482.1	61	0.687
4018	2010-04-14 23:03:00	5761	-28.65	273	45.4	481.2	62	0.686
4018	2010-04-14 23:03:00	5773	-28.75	273	45.2	480.4	62	0.685
4018	2010-04-14 23:03:00	5785	-28.85	273	45.1	479.6	63	0.684
4018	2010-04-14 23:03:00	5797	-28.95	273	45	478.8	64	0.683
4018	2010-04-14 23:03:00	5808	-29.05	273	44.8	478.1	65	0.682
4018	2010-04-14 23:03:00	5819	-29.15	273	44.7	477.4	66	0.682
4018	2010-04-14 23:03:00	5827	-29.25	273	44.6	476.8	67	0.681
4018	2010-04-14 23:03:00	5835	-29.25	273	44.5	476.3	67	0.68
4018	2010-04-14 23:03:00	5846	-29.35	273	44.4	475.5	68	0.679
4018	2010-04-14 23:03:00	5859	-29.55	273	44.4	474.7	69	0.679
4018	2010-04-14 23:03:00	5870	-29.55	273	44.4	474	69	0.678
4018	2010-04-14 23:03:00	5881	-29.65	273	44.4	473.2	69	0.677
4018	2010-04-14 23:03:00	5895	-29.75	273	44.5	472.3	69	0.676
4018	2010-04-14 23:03:00	5912	-29.95	273	44.6	471.2	70	0.675
4018	2010-04-14 23:03:00	5925	-30.05	273	44.7	470.3	71	0.674
4018	2010-04-14 23:03:00	5939	-30.15	273	44.9	469.4	71	0.673
4018	2010-04-14 23:03:00	5953	-30.25	273	45	468.5	72	0.672
4018	2010-04-14 23:03:00	5966	-30.35	272	45.2	467.6	71	0.671
4018	2010-04-14 23:03:00	5979	-30.45	272	45.3	466.8	72	0.67
4018	2010-04-14 23:03:00	5990	-30.65	272	45.4	466	73	0.669
4018	2010-04-14 23:03:00	6001	-30.75	272	45.5	465.3	74	0.669
4018	2010-04-14 23:03:00	6013	-30.85	272	45.6	464.5	75	0.668
4018	2010-04-14 23:03:00	6025	-30.95	272	45.6	463.7	76	0.667
4018	2010-04-14 23:03:00	6036	-30.95	272	45.6	463	77	0.666
4018	2010-04-14 23:03:00	6046	-31.05	272	45.7	462.4	77	0.665
4018	2010-04-14 23:03:00	6057	-31.05	272	45.7	461.6	77	0.664
4018	2010-04-14 23:03:00	6072	-31.15	272	45.7	460.7	77	0.663
4018	2010-04-14 23:03:00	6087	-31.35	271	45.8	459.7	76	0.662
4018	2010-04-14 23:03:00	6098	-31.45	271	45.8	459	76	0.662
4018	2010-04-14 23:03:00	6109	-31.45	271	45.9	458.2	77	0.66
4018	2010-04-14 23:03:00	6123	-31.55	271	46	457.4	77	0.659
4018	2010-04-14 23:03:00	6136	-31.65	271	46.1	456.5	76	0.658
4018	2010-04-14 23:03:00	6149	-31.75	271	46.3	455.7	75	0.658
4018	2010-04-14 23:03:00	6161	-31.85	271	46.4	454.9	75	0.657
4018	2010-04-14 23:03:00	6173	-31.95	271	46.6	454.1	75	0.656
4018	2010-04-14 23:03:00	6183	-32.05	270	46.7	453.5	75	0.655
4018	2010-04-14 23:03:00	6193	-32.15	270	46.9	452.8	75	0.654
4018	2010-04-14 23:03:00	6204	-32.25	270	47	452.1	76	0.654
4018	2010-04-14 23:03:00	6216	-32.35	270	47.1	451.4	76	0.653
4018	2010-04-14 23:03:00	6226	-32.45	270	47.2	450.7	76	0.652
4018	2010-04-14 23:03:00	6235	-32.45	270	47.3	450.1	77	0.651
4018	2010-04-14 23:03:00	6244	-32.55	270	47.3	449.6	77	0.651
4018	2010-04-14 23:03:00	6255	-32.65	269	47.4	448.9	77	0.65
4018	2010-04-14 23:03:00	6266	-32.65	269	47.4	448.2	77	0.649
4018	2010-04-14 23:03:00	6279	-32.75	269	47.5	447.4	77	0.648
4018	2010-04-14 23:03:00	6293	-32.85	269	47.5	446.5	77	0.647
4018	2010-04-14 23:03:00	6308	-32.95	269	47.5	445.5	77	0.646
4018	2010-04-14 23:03:00	6322	-33.05	269	47.6	444.6	77	0.645
4018	2010-04-14 23:03:00	6335	-33.15	269	47.7	443.8	77	0.644
4018	2010-04-14 23:03:00	6350	-33.15	269	47.7	442.9	76	0.643
4018	2010-04-14 23:03:00	6364	-33.25	268	47.8	441.9	74	0.642
4018	2010-04-14 23:03:00	6378	-33.35	268	47.9	441.1	73	0.641
4018	2010-04-14 23:03:00	6390	-33.45	268	48	440.3	72	0.64
4018	2010-04-14 23:03:00	6402	-33.55	268	48.1	439.6	72	0.639
4018	2010-04-14 23:03:00	6414	-33.65	269	48.2	438.9	72	0.638
4018	2010-04-14 23:03:00	6424	-33.65	269	48.3	438.2	73	0.637
4018	2010-04-14 23:03:00	6435	-33.75	269	48.5	437.5	73	0.637
4018	2010-04-14 23:03:00	6448	-33.85	269	48.7	436.7	73	0.636
4018	2010-04-14 23:03:00	6463	-33.85	269	48.8	435.8	73	0.634
4018	2010-04-14 23:03:00	6477	-33.85	270	49	434.9	73	0.633
4018	2010-04-14 23:03:00	6489	-33.95	270	49.2	434.1	72	0.632
4018	2010-04-14 23:03:00	6501	-34.05	270	49.3	433.4	72	0.631
4018	2010-04-14 23:03:00	6512	-34.15	270	49.5	432.7	72	0.631
4018	2010-04-14 23:03:00	6526	-34.25	271	49.6	431.9	72	0.63
4018	2010-04-14 23:03:00	6541	-34.35	271	49.7	431	72	0.629
4018	2010-04-14 23:03:00	6553	-34.35	271	49.8	430.2	71	0.628
4018	2010-04-14 23:03:00	6565	-34.45	271	49.9	429.5	70	0.627
4018	2010-04-14 23:03:00	6578	-34.55	271	49.9	428.7	67	0.626
4018	2010-04-14 23:03:00	6590	-34.65	271	50	427.9	66	0.625
4018	2010-04-14 23:03:00	6602	-34.75	271	50	427.2	65	0.624
4018	2010-04-14 23:03:00	6614	-34.85	271	50	426.5	64	0.623
4018	2010-04-14 23:03:00	6625	-34.85	271	50.1	425.8	64	0.622
4018	2010-04-14 23:03:00	6639	-35.05	271	50.1	424.9	63	0.622
4018	2010-04-14 23:03:00	6653	-35.15	271	50.2	424.1	63	0.621
4018	2010-04-14 23:03:00	6666	-35.25	271	50.3	423.3	63	0.62
4018	2010-04-14 23:03:00	6679	-35.35	271	50.5	422.5	63	0.619
4018	2010-04-14 23:03:00	6693	-35.55	271	50.6	421.7	63	0.618
4018	2010-04-14 23:03:00	6705	-35.65	271	50.8	420.9	63	0.617
4018	2010-04-14 23:03:00	6716	-35.75	271	50.9	420.3	63	0.617
4018	2010-04-14 23:03:00	6727	-35.85	272	51.1	419.6	64	0.616
4018	2010-04-14 23:03:00	6738	-35.95	272	51.3	418.9	64	0.615
4018	2010-04-14 23:03:00	6750	-36.05	272	51.4	418.2	64	0.614
4018	2010-04-14 23:03:00	6763	-36.15	272	51.4	417.4	64	0.614
4018	2010-04-14 23:03:00	6777	-36.25	272	51.5	416.6	65	0.613
4018	2010-04-14 23:03:00	6789	-36.35	273	51.5	415.8	65	0.612
4018	2010-04-14 23:03:00	6801	-36.45	273	51.4	415.2	66	0.611
4018	2010-04-14 23:03:00	6812	-36.45	273	51.4	414.5	66	0.61
4018	2010-04-14 23:03:00	6825	-36.55	273	51.3	413.7	67	0.609
4018	2010-04-14 23:03:00	6839	-36.65	273	51.2	412.9	67	0.608
4018	2010-04-14 23:03:00	6853	-36.75	273	51.2	412	67	0.607
4018	2010-04-14 23:03:00	6868	-36.95	273	51.2	411.2	68	0.606
4018	2010-04-14 23:03:00	6879	-37.05	273	51.1	410.5	68	0.606
4018	2010-04-14 23:03:00	6890	-37.05	273	51.2	409.9	68	0.605
4018	2010-04-14 23:03:00	6902	-37.25	273	51.2	409.2	69	0.604
4018	2010-04-14 23:03:00	6913	-37.35	273	51.3	408.5	69	0.604
4018	2010-04-14 23:03:00	6925	-37.45	273	51.3	407.8	69	0.603
4018	2010-04-14 23:03:00	6936	-37.55	272	51.4	407.1	69	0.602
4018	2010-04-14 23:03:00	6947	-37.65	272	51.5	406.5	70	0.601
4018	2010-04-14 23:03:00	6961	-37.75	272	51.5	405.7	70	0.6
4018	2010-04-14 23:03:00	6975	-37.95	272	51.6	404.8	71	0.6
4018	2010-04-14 23:03:00	6989	-38.05	272	51.6	404	71	0.599
4018	2010-04-14 23:03:00	7004	-38.15	272	51.6	403.1	70	0.598
4018	2010-04-14 23:03:00	7018	-38.25	271	51.6	402.3	70	0.597
4018	2010-04-14 23:03:00	7030	-38.45	271	51.6	401.6	70	0.596
4018	2010-04-14 23:03:00	7043	-38.55	271	51.7	400.9	70	0.595
4018	2010-04-14 23:03:00	7056	-38.65	271	51.7	400.1	71	0.594
4018	2010-04-14 23:03:00	7068	-38.75	270	51.8	399.4	71	0.594
4018	2010-04-14 23:03:00	7079	-38.85	270	51.9	398.7	72	0.593
4018	2010-04-14 23:03:00	7091	-38.95	270	52.1	398.1	72	0.592
4018	2010-04-14 23:03:00	7105	-39.05	270	52.3	397.3	72	0.591
4018	2010-04-14 23:03:00	7120	-39.25	270	52.5	396.4	72	0.59
4018	2010-04-14 23:03:00	7132	-39.35	269	52.8	395.7	73	0.59
4018	2010-04-14 23:03:00	7144	-39.45	269	53	395	73	0.589
4018	2010-04-14 23:03:00	7156	-39.55	269	53.2	394.3	73	0.588
4018	2010-04-14 23:03:00	7168	-39.65	269	53.4	393.6	73	0.587
4018	2010-04-14 23:03:00	7180	-39.75	269	53.5	392.9	74	0.586
4018	2010-04-14 23:03:00	7191	-39.75	269	53.6	392.3	74	0.586
4018	2010-04-14 23:03:00	7203	-39.85	269	53.6	391.6	74	0.585
4018	2010-04-14 23:03:00	7214	-39.95	269	53.6	390.9	74	0.584
4018	2010-04-14 23:03:00	7227	-40.05	269	53.6	390.2	74	0.583
4018	2010-04-14 23:03:00	7243	-40.25	269	53.5	389.3	74	0.582
4018	2010-04-14 23:03:00	7256	-40.35	269	53.5	388.6	74	0.582
4018	2010-04-14 23:03:00	7266	-40.45	269	53.4	388	74	0.581
4018	2010-04-14 23:03:00	7275	-40.45	269	53.3	387.5	74	0.58
4018	2010-04-14 23:03:00	7284	-40.55	269	53.2	387	74	0.58
4018	2010-04-14 23:03:00	7294	-40.65	269	53.2	386.4	74	0.579
4018	2010-04-14 23:03:00	7304	-40.75	269	53.1	385.8	74	0.578
4018	2010-04-14 23:03:00	7314	-40.85	269	53.2	385.3	74	0.578
4018	2010-04-14 23:03:00	7326	-40.95	269	53.2	384.6	74	0.577
4018	2010-04-14 23:03:00	7339	-41.05	269	53.3	383.8	74	0.576
4018	2010-04-14 23:03:00	7351	-41.15	270	53.4	383.1	75	0.575
4018	2010-04-14 23:03:00	7361	-41.15	270	53.5	382.6	75	0.575
4018	2010-04-14 23:03:00	7372	-41.25	270	53.6	382	74	0.574
4018	2010-04-14 23:03:00	7385	-41.35	270	53.6	381.3	74	0.573
4018	2010-04-14 23:03:00	7397	-41.35	270	53.7	380.6	74	0.572
4018	2010-04-14 23:03:00	7406	-41.45	270	53.8	380.1	73	0.572
4018	2010-04-14 23:03:00	7415	-41.45	270	53.9	379.6	73	0.571
4018	2010-04-14 23:03:00	7424	-41.55	271	53.9	379.1	73	0.57
4018	2010-04-14 23:03:00	7435	-41.65	271	53.9	378.4	73	0.569
4018	2010-04-14 23:03:00	7449	-41.75	271	54	377.7	73	0.569
4018	2010-04-14 23:03:00	7463	-41.85	271	54	376.9	73	0.568
4018	2010-04-14 23:03:00	7476	-41.95	271	54.1	376.2	73	0.567
4018	2010-04-14 23:03:00	7488	-42.05	271	54.2	375.5	73	0.566
4018	2010-04-14 23:03:00	7501	-42.15	272	54.2	374.8	72	0.565
4018	2010-04-14 23:03:00	7512	-42.25	272	54.4	374.2	72	0.565
4018	2010-04-14 23:03:00	7522	-42.35	272	54.5	373.6	72	0.564
4018	2010-04-14 23:03:00	7532	-42.45	272	54.7	373.1	72	0.563
4018	2010-04-14 23:03:00	7542	-42.55	272	54.8	372.5	72	0.563
4018	2010-04-14 23:03:00	7554	-42.65	272	55	371.9	71	0.562
4018	2010-04-14 23:03:00	7565	-42.75	272	55.2	371.3	71	0.561
4018	2010-04-14 23:03:00	7575	-42.85	273	55.4	370.7	71	0.561
4018	2010-04-14 23:03:00	7584	-42.85	273	55.6	370.2	71	0.56
4018	2010-04-14 23:03:00	7595	-42.95	273	55.8	369.6	71	0.559
4018	2010-04-14 23:03:00	7604	-43.05	273	56	369.1	71	0.559
4018	2010-04-14 23:03:00	7613	-43.15	273	56.2	368.6	70	0.558
4018	2010-04-14 23:03:00	7626	-43.25	274	56.3	367.9	70	0.558
4018	2010-04-14 23:03:00	7639	-43.35	274	56.4	367.2	70	0.557
4018	2010-04-14 23:03:00	7652	-43.45	274	56.5	366.5	70	0.556
4018	2010-04-14 23:03:00	7664	-43.45	275	56.5	365.8	70	0.555
4018	2010-04-14 23:03:00	7679	-43.55	275	56.5	365	70	0.554
4018	2010-04-14 23:03:00	7694	-43.65	275	56.5	364.2	69	0.553
4018	2010-04-14 23:03:00	7706	-43.75	275	56.5	363.6	69	0.552
4018	2010-04-14 23:03:00	7720	-43.85	275	56.5	362.8	69	0.551
4018	2010-04-14 23:03:00	7733	-43.95	275	56.4	362.1	70	0.55
4018	2010-04-14 23:03:00	7744	-44.05	275	56.4	361.5	70	0.55
4018	2010-04-14 23:03:00	7755	-44.15	275	56.3	360.9	70	0.549
4018	2010-04-14 23:03:00	7765	-44.25	275	56.2	360.4	70	0.549
4018	2010-04-14 23:03:00	7775	-44.35	275	56.1	359.8	71	0.548
4018	2010-04-14 23:03:00	7785	-44.45	275	56.1	359.3	71	0.547
4018	2010-04-14 23:03:00	7795	-44.55	275	56	358.7	71	0.547
4018	2010-04-14 23:03:00	7807	-44.55	275	56	358.1	72	0.546
4018	2010-04-14 23:03:00	7821	-44.65	275	55.9	357.4	72	0.545
4018	2010-04-14 23:03:00	7834	-44.75	275	55.9	356.7	72	0.544
4018	2010-04-14 23:03:00	7847	-44.85	275	55.9	356	72	0.543
4018	2010-04-14 23:03:00	7859	-44.95	275	56	355.4	72	0.543
4018	2010-04-14 23:03:00	7869	-45.05	275	56	354.8	73	0.542
4018	2010-04-14 23:03:00	7880	-45.15	275	56.1	354.2	72	0.541
4018	2010-04-14 23:03:00	7895	-45.35	275	56.1	353.4	72	0.54
4018	2010-04-14 23:03:00	7911	-45.45	275	56.2	352.6	72	0.54
4018	2010-04-14 23:03:00	7924	-45.55	275	56.3	351.9	72	0.539
4018	2010-04-14 23:03:00	7937	-45.65	275	56.5	351.2	73	0.538
4018	2010-04-14 23:03:00	7951	-45.85	275	56.6	350.5	73	0.537
4018	2010-04-14 23:03:00	7965	-45.95	275	56.7	349.7	74	0.536
4018	2010-04-14 23:03:00	7979	-46.05	275	56.9	349	74	0.535
4018	2010-04-14 23:03:00	7990	-46.15	275	57	348.4	74	0.535
4018	2010-04-14 23:03:00	7997	-46.25	275	57.1	348	74	0.534
4018	2010-04-14 23:03:00	8007	-46.35	275	57.2	347.5	75	0.534
4018	2010-04-14 23:03:00	8018	-46.45	276	57.3	347	75	0.533
4018	2010-04-14 23:03:00	8031	-46.55	276	57.4	346.3	74	0.532
4018	2010-04-14 23:03:00	8044	-46.65	276	57.4	345.6	74	0.532
4018	2010-04-14 23:03:00	8054	-46.75	276	57.4	345.1	74	0.531
4018	2010-04-14 23:03:00	8064	-46.85	276	57.4	344.6	74	0.531
4018	2010-04-14 23:03:00	8073	-46.95	277	57.4	344.1	74	0.53
4018	2010-04-14 23:03:00	8081	-47.05	277	57.4	343.7	74	0.53
4018	2010-04-14 23:03:00	8090	-47.05	277	57.3	343.2	74	0.529
4018	2010-04-14 23:03:00	8100	-47.15	277	57.3	342.7	74	0.528
4018	2010-04-14 23:03:00	8109	-47.25	277	57.2	342.2	74	0.528
4018	2010-04-14 23:03:00	8119	-47.35	277	57.1	341.7	74	0.527
4018	2010-04-14 23:03:00	8132	-47.45	278	57	341.1	74	0.527
4018	2010-04-14 23:03:00	8144	-47.55	278	56.9	340.4	75	0.526
4018	2010-04-14 23:03:00	8157	-47.65	278	56.8	339.8	75	0.525
4018	2010-04-14 23:03:00	8172	-47.85	278	56.7	339	75	0.524
4018	2010-04-14 23:03:00	8186	-47.95	278	56.6	338.3	75	0.523
4018	2010-04-14 23:03:00	8198	-48.05	278	56.5	337.7	75	0.523
4018	2010-04-14 23:03:00	8208	-48.15	278	56.4	337.2	76	0.522
4018	2010-04-14 23:03:00	8217	-48.25	278	56.3	336.7	76	0.522
4018	2010-04-14 23:03:00	8228	-48.35	278	56.2	336.1	76	0.521
4018	2010-04-14 23:03:00	8238	-48.45	278	56.1	335.6	76	0.52
4018	2010-04-14 23:03:00	8247	-48.55	278	56	335.1	76	0.52
4018	2010-04-14 23:03:00	8260	-48.65	278	55.9	334.5	75	0.519
4018	2010-04-14 23:03:00	8274	-48.75	279	55.9	333.8	75	0.518
4018	2010-04-14 23:03:00	8286	-48.85	279	55.9	333.1	75	0.517
4018	2010-04-14 23:03:00	8297	-48.95	279	55.9	332.6	75	0.517
4018	2010-04-14 23:03:00	8307	-49.05	279	55.9	332.1	74	0.516
4018	2010-04-14 23:03:00	8321	-49.15	279	56	331.4	74	0.515
4018	2010-04-14 23:03:00	8333	-49.35	280	56.1	330.8	74	0.515
4018	2010-04-14 23:03:00	8343	-49.45	280	56.1	330.3	74	0.514
4018	2010-04-14 23:03:00	8354	-49.45	280	56.2	329.7	75	0.514
4018	2010-04-14 23:03:00	8368	-49.65	280	56.3	329	75	0.513
4018	2010-04-14 23:03:00	8382	-49.75	280	56.4	328.3	75	0.512
4018	2010-04-14 23:03:00	8394	-49.85	280	56.5	327.7	75	0.511
4018	2010-04-14 23:03:00	8405	-49.95	280	56.5	327.2	75	0.511
4018	2010-04-14 23:03:00	8415	-50.05	280	56.6	326.7	75	0.51
4018	2010-04-14 23:03:00	8425	-50.15	279	56.6	326.1	75	0.509
4018	2010-04-14 23:03:00	8439	-50.25	279	56.7	325.5	75	0.509
4018	2010-04-14 23:03:00	8456	-50.45	279	56.7	324.6	75	0.508
4018	2010-04-14 23:03:00	8473	-50.55	279	56.8	323.7	75	0.507
4018	2010-04-14 23:03:00	8490	-50.75	279	56.8	322.9	75	0.506
4018	2010-04-14 23:03:00	8505	-50.85	279	56.9	322.2	75	0.505
4018	2010-04-14 23:03:00	8520	-50.95	279	56.9	321.4	75	0.504
4018	2010-04-14 23:03:00	8534	-51.05	279	56.9	320.8	74	0.503
4018	2010-04-14 23:03:00	8545	-51.15	279	57	320.2	74	0.503
4018	2010-04-14 23:03:00	8554	-51.25	279	57	319.8	74	0.502
4018	2010-04-14 23:03:00	8563	-51.35	279	57	319.3	73	0.502
4018	2010-04-14 23:03:00	8571	-51.45	279	57	318.9	73	0.501
4018	2010-04-14 23:03:00	8580	-51.55	279	57.1	318.5	73	0.501
4018	2010-04-14 23:03:00	8590	-51.65	278	57	318	73	0.5
4018	2010-04-14 23:03:00	8601	-51.75	278	57	317.5	73	0.5
4018	2010-04-14 23:03:00	8614	-51.85	278	57	316.8	73	0.499
4018	2010-04-14 23:03:00	8629	-51.95	278	57	316.1	73	0.498
4018	2010-04-14 23:03:00	8643	-52.15	278	56.9	315.4	73	0.497
4018	2010-04-14 23:03:00	8655	-52.25	278	56.9	314.8	74	0.497
